标题,发布/编辑时间,赞同数,内容摘要,链接
如何看待 B 站 UP 主「西安跑酷少女(知乎脆脆鲨) 」对线武当陈师行道长的视频？,未知,0,请想像一下，假如你是一个古代武士。 你的雇主发现朝廷有超过半数大臣要谋反，他把一封写了证据的绝密文书递到你手中。为了证明文书的真实性，他挥刀自尽。他临死前紧紧握住你的手，流着泪跪下恳求你，请你务必将头颅和文书送到皇上手中。 京城中到处都是谋反派的眼线，你一出门就被盯上了。 你的后面是一个武士提着刀狂奔着追杀你，你的身旁有骑马…,https://www.zhihu.com/question/392378150/answer/1206327333
为什么我觉得网上有很多人在煽动男女，邻里，亲戚之间的仇恨，让他们对立，是我的错觉吗？,未知,0,刷知乎的人比其他平台的人智商高得多，如果想把一些价值观扭曲的道理硬灌输给他们，作者绝对会被怼到飞起。 但如果给他们讲故事，把你的观点悄悄加在故事里，很多人就会误以为这是他们自己思考后得出的结论。 相信你一定见过类似的故事： 我的父亲是一位面朝黄土背朝天的老农民，虽然每天都很辛苦，但一辈子铁骨铮铮，没向谁低过头。 小时候不懂事，…,https://www.zhihu.com/question/393082334/answer/1206046966
真的很多人用 AO3 吗？,未知,0,当纳粹来抓共产主义者的时候， 我保持沉默； 我不是共产主义者。 当他们囚禁社会民主主义者的时候， 我保持沉默； 我不是社会民主主义者。 当他们来抓工会会员的时候， 我没有抗议； 我不是工会会员。 当他们来抓犹太人的时候， 我保持沉默； 我不是犹太人。 最后他们直奔我而来， 已经没有人能替我说话了…,https://www.zhihu.com/question/375729550/answer/1202397198
明日方舟能不能进行好友扩列（官服）？,未知,0,B服，艾谢尔，请多指教。 常用的几个干员练度都比较高，除了傀影，技能都是专三。如果需要我更换的话，在评论区留言就好。…,https://www.zhihu.com/question/340287544/answer/1200036678
如何看待《明日方舟》中霜星的死令全网“哀鸿遍野”，对爱国者却没人表示伤心？,未知,0,霜星实在是太过脆弱，能天使两个技能就带走了。就像古代武士在阳光中打坐时，在身旁的紫罗兰上停留的蝴蝶，静静地陪伴着你。 现在武士被国家征召，要上战场了，蝴蝶也就离开了。它在微风中颤抖的样子是那么的唯美但又那么的脆弱。 霜星与你的关系在朋友和恋人之间，她的死亡就像蝴蝶在寒风中离开花枝，将这个感情彻底升华，这种感情是十分容易表达…,https://www.zhihu.com/question/391986090/answer/1198311872
如何评价明日方舟BOSS爱国者？,未知,0,爱国者：“接下来轮到你了，阿米娅！” 阿米娅：“混蛋，，爱国者！” 爱国者：“嚯嚯，不是转身逃走，而是靠近我爱国者吗？难得你的博士像考试结束了还在答题的考生一样，拼了命地要把我爱国者第二阶段要拆高台的秘密…,https://www.zhihu.com/question/391956103/answer/1196545893
如何评价《明日方舟》主线第七章「苦难摇篮」？,未知,0,第 七 章 剧 情 简 介： 陈 ：“报告魏彦吾，今天我有紧要事一定要申请休假一天。我告诉你秘书(文月)了。” 魏彦吾 ：“说了就行了？通知我秘书说要坐我位子就坐得了我的位子？通知我秘书说要我…,https://www.zhihu.com/question/390590033/answer/1194959281
为什么古代军队那么怕骑兵呢？,未知,0,看了一圈，这个可能是最丢人的一个回答(捂脸)。 曾经有一次提着菜过马路，雨下的很大，地面湿滑。本来机动车道已经红灯了，有一辆黑色的机动摩托车正好高速骑过来，轮胎又打滑，骑车的老哥把刹车捏死了都没刹住。一路火花带闪电(其实并没有)地向我这条咸鱼冲过来。 还好司机技术好，使劲用身体扭转车身，才保我一条狗命。 即使是这样也把我吓懵…,https://www.zhihu.com/question/374172140/answer/1192050157
如何评价现在的QQ音乐？,未知,0,无产阶级的歌被资本家收费，就很离谱…,https://www.zhihu.com/question/318885195/answer/1181517810
如何看甘肃女孩遭老师猥亵跳楼事件涉事教师一审被判 2 年？,未知,0,那个女生真是不知好歹，怎么就跳楼了呢？不信你看，那位老师和那些官员为了改进法律作出了多么大的牺牲： 窃格瓦拉偷电瓶判刑五年， 河南辉县的一个大学生掏鸟窝判刑十年， 哦！这位甘肃庆阳的吴老师吴大人，强奸未成年少女，导致后者跳楼轻生，判个轻飘飘的两年。 哦！原来掏鸟窝和偷电瓶是比强奸未成年少女重得多的罪啊！ 看来我以前真是孤陋寡闻了…,https://www.zhihu.com/question/390400846/answer/1181128766
特朗普风评这么差，为什么他的竞选支持率还是那么高？,未知,0,我最近发现一件很恐怖的事：特朗普说的话连我那个在读初中的侄子都能听懂。 曾经在B站看过一个视频短片，大概内容是奥巴马和特朗普分别在各自任期内，维和部队作战胜利后的发言。 奥巴马：“感谢我们士兵的英勇作战” “感谢各级官员的支持” ………… 特朗普：“我知道没人会…,https://www.zhihu.com/question/382544372/answer/1177781921
律师们，你会接鲍毓明的案子吗?,未知,0,来晚了，可能没人看得到，但我还是想说两句。 请注意，也许鲍的案子看起来已经是非分明了，但这个世界上更多案子，它们并非都是这样能够一眼看出是非。 很多时候，被告人不一定就真的是凶手，由于真凶对证据的掩盖、对调查的误导，很可能无辜者遭到怀疑，而真凶仍然逍遥法外。 如果被告人坐在最终审判的被告席上，在说明前几级法院的审判中，他都被…,https://www.zhihu.com/question/387279637/answer/1177610975
资本原始积累一定是血腥的吗？,未知,0,来嘛，诸位，别急着划走，我们来玩个角色扮演的穿越游戏。 回过神来，你已经身处一片暗红色的夕阳中了。在你身后，远处未完工的教堂巨大而宏伟，细碎的小雨被寒风吹到脸颊上，整个天空都被浸染上了红色。 你穿越到了中世纪的欧洲，这时你的面前是一个嘈杂的酒吧和正在招兵的军队办事处， 你打算去： A.酒吧 B.军队办事处 机智的你当然去了酒吧，…,https://www.zhihu.com/question/350460062/answer/1172412939
你为什么不鼓励全面封杀盗版？,未知,0,罗翔老师关于“人性”的看法真的很精辟。 现在很多年龄稍小不太理性的朋友抱着为了支持正版而支持正版的想法，以支持正版为手段而不是目的，但这才是违背“人性”的。 因为盗版就是比正版便宜，只要便宜就有人买，有人买就有市场，有市场就会再催生盗版，这才是真正的“人性”。 真正能有效打击盗版方式就是想尽办法提高正版用户的体验。比如我自己…,https://www.zhihu.com/question/388693821/answer/1171693091
朋友们 能说说长大之后礼节性的行为吗（觉得自己不太懂）?,未知,0,突然想到一个很有意思的游戏，诸君不妨和我一起试一试。与其我填鸭式地给题主灌输社交礼仪，不如我们一起来玩一个游戏：我们一起来推导一下社交原则。 就像欧式几何，看起来极其复杂，但其实它只有几条很简单的公理，而后来所有的成果都是由这几条公理开始，一级一级地推导出来，最后形成这个庞大的数学体系。 我们也应该从最基础的公理开始唯一公…,https://www.zhihu.com/question/388994786/answer/1164911852
40年后如果真的出现了知识直接输入大脑，我们现在不就都白读书了吗？,未知,0,前提是你不读书，能在社会上生存40年， 且在你没有学历文凭的情况下，40年后你的经济条件足以支持使用这个最尖端的科技。 如果能做到，那其实这个技术出不出现对你的影响都不大，因为你的家境足够殷实，即使不灌输记忆，你也能生活得很滋润， 如果您的家庭并没有如此地有钱，那这项技术跟您的关系就更不大了。 除非你从一开始就在认真读书，再作…,https://www.zhihu.com/question/387181498/answer/1147871565
什么时候让你觉得世界观崩塌了？,未知,0,问你一个问题。 如果有富豪说，小伙子，看你骨骼惊奇，20万，把你的肾卖给我。 你卖不卖？ 当然，你说你是个有原则的人，怎么可能出卖自己的身体。 所以富豪又说，2000万，外加上海两套房。 你卖不卖？你敢说你不心动？ 直到我思考这个问题之前，我都一直希望世界上的所有人都能享有自由，并且认为这个思路是绝对正确且合情合理的。 但刚才上面的…,https://www.zhihu.com/question/382135923/answer/1147430811
你遇到过恶心奇葩讨厌的亲戚吗？,未知,0,一次国庆假期，有个亲戚来我家吃午饭，主要目的是为了借钱，想给小孩买套学区房。饭后亲戚约大家一起去河边逛着玩。 老爹老妈表示下午有事(实际上只是不堪其扰)，让我和弟弟尽一下地主之谊。 而亲戚家的一个小屁孩非要去河里游泳，怎么劝都不听，他的妈妈还阴阳怪气地讽刺我，说我这个练了好几年游泳的人，胆子还没有一个只练了两个月的小孩胆子…,https://www.zhihu.com/question/322472411/answer/1146187710
我们生活的宇宙是不是一个原子，我们生活中的每个原子中都存在一个宇宙？,未知,0,当然不是。 如果把宇宙压缩到一个原子大小，那这个宇宙的密度将变得无限大，时间和空间的曲率都是无法观测的。这时，这个宇宙就是一个“奇点”，而在奇点处，所有的物理法则(包括预言出奇点的相对论本身)都将失效。 在奇点处，讨论时间和空间都是没有意义的，直到它爆炸之后(宇宙大爆炸)，才开始有时间和空间的概念。…,https://www.zhihu.com/question/382986098/answer/1142543432
如果说天上一天，地上一年，神界每天看到的景象会是什么？,未知,0,事实上，这个理论在现实中也是真的，不一定要打上神话的标签。 广义相对论有一个著名预言：在像地球这样的大质量物体附近，时间流速会更慢一些。 这是因为光能量和它的频率有一种关系：能量越大，频率越高。当光从地球的引力场往上行进，它失去能量，因此频率下降。在上面的某个人看来，下面发生的每一件事都显得需要更长的时间。 题主问会发生什么…,https://www.zhihu.com/question/385983181/answer/1141445988
刚入坑方舟，想知道怎么发展和有什么萌新需要知道的东西吗?,未知,0,没什么需要了解的，玩着玩着就都知道了。 有六星就无脑练，都是有用的。 有时候抽不到想要的别灰心，该有的总会有的。…,https://www.zhihu.com/question/379428548/answer/1139271913
上海17岁男孩被母亲批评赌气跳桥身亡，是父母太强势？还是孩子太叛逆？,未知,0,作为曾经常年被揍的老油条，我来给现在的孩子们科普一下如何正确地“挨打”“挨骂”。 总论：我希望年轻人们都能当一个脸皮厚如城墙的混小子。 问题一：我们要怎样挨打才是正确操作。 分析：除了有人格障碍的小部分父母，所有的父母打小孩时，都不是在头脑十分清醒的时候打的，当时一定是怒火攻心。 他们在打孩子的时候，不完全是出于“教育”的目的…,https://www.zhihu.com/question/320759458/answer/1136286345
明日方舟里有哪些cos对腿要求不高的女角色？,未知,0,看到很多抖机灵的，我还是认真说两句吧。 对腿要求不高，不一定要cos腿难看或者腿被大面积遮盖的角色，而是要选择角色特点极其鲜明的角色。 比如能天使，一身运动服和同色头发，本身的特点其实并不鲜明，但身后的十多把枪是真的拉风。 再比如幽灵鲨，一身修女服，在正常的姿势下其实并不显身材，但手中一把电锯足以完美补完她的角色魅力。 反例就…,https://www.zhihu.com/question/384183159/answer/1125717300
假如你是曹安民，当你的叔叔兼上司曹操在宛城问你当地有没有妓女的时候，你觉得如何回答最能避免死于非命？,未知,0,我没有点灯，房间里一片漆黑。极目远眺，从窗外可以看到灯火阑珊的城市。 真美啊，即使只能远远地看着，也是一种享受。 “安民，你不是说戌时就去拜访贾大人吗？这都快近亥时了。” 面前的少年在黑夜的微光中席地而坐，虽然发着牢骚，眼中却没有流露出任何不耐烦的神色。 这个少年看起来完全没有他爹的英姿，柔美得像个女孩，可他的目光锋利如刀，让…,https://www.zhihu.com/question/381716407/answer/1112827877
如果荀彧重生，他还会选择跟着曹操吗？如果是，他会怎么做？如果不是，那他会跟谁？,未知,0,会的，一定会。 可能很少有人想过，荀彧到底渴望着什么。 聪明如荀彧，共事二十载，难道就丝毫看不出曹操是何等样人？难道就感觉不到他志不在臣子？难道就预料不到事态的发展？不可能，平心而论他早料到会有今天，却始终不敢正视这一切，一直在回避，在否认，在自欺欺人……他只不过不愿承认罢了。有人贪权，有人贪财，荀彧则贪名！ 荀彧始终在向…,https://www.zhihu.com/question/383073588/answer/1112445853
你认为明日方舟里面最孤独的干员是谁?,未知,0,炎客。附上学习犯罪心理学时为炎客写的方舟同人文。 如果有心，也许会收获不少。 “坦白地说，罗德岛原则上不招收来历不明的人。”一位长着蜥蜴头的萨弗拉族男士看似漫不经心地抛出这句话。 他身旁的单人沙发上，一位浅…,https://www.zhihu.com/question/382920749/answer/1112399417
如果地震发生时，人在五楼（学校寝室），我应该跑下去吗？,未知,0,无论你在几楼，哪怕你就在一楼，地震时第一件事依然是躲进桌子之类的掩体，等到第一次地震停止或减弱后再向开阔处转移。 因为地震中造成伤亡最大的并不是第一次的强震，而是后续的余震。 在逃生时，压低身子，微微前倾，低头，双手或书本护于头上，但不要直接与头接触。 到了开阔处后，在官方公布危险解除前，不要试图返回室内抢救财物。 以上适用于…,https://www.zhihu.com/question/383338556/answer/1112392825
假如你是《三国演义》中的吕伯奢，如何逃过一劫（分普通难度和地狱难度两个情景）？,未知,0,当然玩地狱难度。 夕阳西去，就像一盏茶饮到无色，无味。 暮色渐起。 “孟德，记得加衣服，”我抬头望着天空，“要变天啦。” 闻言，面前心事重重的年轻人瞳孔骤然散开，他也茫然地看了一眼天空。 他虽年轻，却也是历经…,https://www.zhihu.com/question/383212653/answer/1111742100
智力低下的迹象是什么？,未知,0,看了一下问题的标签，题主可能需要的是儿童智力低下的表现吧。 1、反应方面：注意力和动态视力水平都不高，无法进行眼睛的追视； 2、运动方面：6个月的正常孩子，大部分会坐，但智力低下的孩子做不到;与同龄正常婴儿相比，智力低下的孩子动作笨拙，等到学会走路后两脚还是相互乱踢，平时无目的的活动较多。 3、与人沟通时，对外界无反应、异常…,https://www.zhihu.com/question/382611536/answer/1106371817
曹操一生多疑，为什么还有那么多人愿意为他效劳？,未知,0,现在的伊拉克等国，依然有中国人敢去那里工作，为什么呢？人为财死，鸟为食亡，就这么简单。 你看关羽张飞，刘备确实对他们很好，整天兄弟前兄弟后地叫着，时不时还挽手流泪，让人看得起一身鸡皮疙瘩。但是张飞和关羽跟着刘备颠沛流离了一生，大部分时候连个落脚的地方都没有，直到最后的一段时间才混得好点。 跟着曹操干，起码有点盼头。 武将里，…,https://www.zhihu.com/question/358281410/answer/1104254725
曹操扮演捉刀人，为什么匈奴使者能看出曹操是真英雄，怎么能培养像曹操一样的气质气场？,未知,0,曹操扮演捉刀人时，显然不只是单纯地在一旁傻站着，而是不断地上下打量着匈奴使者。 捉刀人，不过是个大字不识几个的武夫，终日靠着微薄的军饷果腹，给他几贯钱就能把命卖给你。这样的人可以做到在千军万马前面不改色，可以在杀人放火时表现得从容不迫，却很难在众宾云集、充满达官显贵的社交聚会上游刃有余。 你想象一下，那个坐在主位上的家伙一…,https://www.zhihu.com/question/382086698/answer/1101444712
不管你现在有多么混蛋，小时候还是会把太阳画在纸的左上角 对吗？,未知,0,相信比较细心的人可能已经发现了，这个问题下，即使只是在不同的答主的童年画作中，太阳的位置也是不同的，有的人画在左上角，有的人画在右上角，有的人画在正中。 这个时候造成太阳位置不同的因素，很单纯也很简单，可能只是临时起意，也许只是一念之差。 在以后的人生中，有的人接受社会的善意，更多的人也是接受社会的毒打。被毒打后的我们逐渐…,https://www.zhihu.com/question/380597548/answer/1088584285
感觉娃智力发育迟缓，不知道有没有救？,未知,0,不要慌张，请耐心看完。 人类直到8岁前都是大脑发育的高峰期，很多成年后智力超群的人在童年时都进行过充分的智力、记忆训练。 您的孩子只是在现阶段暂时落后于同龄人而已，这不应该成为放弃他的理由，如果不做任何补救措施任由孩子继续的话，与同龄人的差距只会越来越大。 与其担心“来不来得及”，不如把所有心思都投入补救中，积极参加康复训练…,https://www.zhihu.com/question/376397732/answer/1079811757
最让你印象深刻的一句话是什么？,未知,0,“要让一群人团结起来，需要的不是英明的领导，而是共同的敌人”…,https://www.zhihu.com/question/50701799/answer/1078999303
想问一下，我应该先重点练谁？（有星熊了，雷蛇和可颂练那个好呢？德克萨斯和凛冬练那个好呢？）？,未知,0,盾练雷蛇，满级后是强度最高的盾之一，而且还可以充电，对以后一些只能靠攻击回复技力的干员（比如陈）来说，非常友好。 先锋练德克萨斯，攻击力很高，前期都可以当近卫用，而且费用低不卡手，二技能练起来后，下场几…,https://www.zhihu.com/question/378296003/answer/1070027848
矿石病的患者最后会怎样？,未知,0,由于我本人是医生，我大概能理解医治矿石病的难点。矿石病就像癌症，在身体的某一个部位形成病灶，然后跟随血液在全身扩散开来。矿石病比癌症更严重，它不仅会扩散，而且本身还具有放射性，会对身体的各个器官造成持续性的伤害，医治起来绝对是一笔天文数字。 感染矿石病的人，临死前会全身都是病灶，这个时候尸体本身就是一个巨大的放射源，已经…,https://www.zhihu.com/question/330705732/answer/1059850340
明日方舟罗德岛明明是制药的为啥要打整合运动？,未知,0,并不是有意要对整合运动展开歼灭战，与整合运动的武装冲突多为任务过程中的遭遇战，或者是保护目标人物时的防御战。况且，罗德岛武装力量的构成也不支持针对整合运动的全面打击行动。 和一般的集团化军队武装不同，罗德岛的武装是由很多支由少量精锐干员组成的小队构成，在保留足够的基地防卫力量时，小队按照实力分级，被派遣执行各种尖刀行动。…,https://www.zhihu.com/question/374597508/answer/1058951941
冷的搓手是条件反射吗？,未知,0,"当然不是。我们在感到冷的时候，是有意识地去控制自己的手搓起来，而不是下意识地就开始搓手。 ""望梅止渴""就是一个典型的条件反射，看到梅子就止不住地流口水，""流口水""这一举动显然是下意识中就完成的，而不是人为控制的结果。…",https://www.zhihu.com/question/373575602/answer/1030104470
转基因玉米能留种子吗？为什么？,未知,0,"高中生物学知识。我们假设高产基因为Aa（优势基因一般是杂合子） 玉米地里的玉米在经过减数分裂后，会产生A和a的花粉和卵子，你无法保证它们全是按照A-a的形式授粉，因为还有A-A,a-a两种情况。 所以你得到的种子，不一定全部都还有原本""高产""的性质。 你所得玉米种子的基因中，AA+aa的数量:Aa的数量＝1：1，也就是说，如…",https://www.zhihu.com/question/365266221/answer/1022738672
假如你是三国君主，可以任选武将和谋臣，总共最多选十五个，你会怎么搭配？,未知,0,我有丞相董卓，副丞相曹操，大将军袁绍，义子吕布，猛将潘凤、刘三刀，守营大将淳于琼，心腹许攸，可一统天下否？,https://www.zhihu.com/question/371205299/answer/1018262032
明日方舟攒了4发十连，是应该去抽小绵羊，还是等小火龙？,未知,0,谢谢各位，问题已经解决了。 那就是一发十连给小羊，另外三发继续等小火龙 应大佬们的要求，我放一下我目前的阵容图…,https://www.zhihu.com/question/369989804/answer/1001035416
屁股大腰细的女孩都穿什么牛仔裤?,未知,0,这个鱼钩有点太直了（狗头）,https://www.zhihu.com/question/356413579/answer/988563821
人有没有前世？,未知,0,应该有，但跟大部分人前世高贵的太太先生的身份不同，我是一个被饥荒和战争赶走的饥民， 十几岁时做的一个梦。我好像饿了好多天了，弯着腰想在地里刨点粮食渣子出来，但田地光溜溜的什么都没有。一个瘦得皮包骨头的老汉在我的旁边也在跟着刨土。过了一会儿，他直起腰来休息，好像突然看见了什么，拉着我就死命地跑。 眼见着就要就要跑进山了，老汉…,https://www.zhihu.com/question/313611693/answer/987104608
如果你有一个超能力不管什么考试在都能及格且仅能及格，你会怎么发挥这个能力的最大作用？,未知,0,以后国家专门给你设一个考试局，只负责为你安排考试。 一张卷子就两道题，一道60分，一道40分。…,https://www.zhihu.com/question/365574368/answer/975789012
为什么远古时期的人类能靠跑步抓猎物把猎物活活累死？,未知,0,不是累死，是把猎物跑中暑。 相当多的一部分野兽身上长满了毛，即使夏天会脱毛，但跟人光洁无毛的皮肤相比，排汗性能还是会差很多。 选一个十分炎热的下午，几个猎人提前喝李大杯水，再在身上带上一壶。 猎物看到猎人后，往往会突然受惊，然后疯狂逃窜，直到觉得安全了，才停下来休息。 而猎人则从一开始就不紧不慢地慢跑跟上，只要猎物没有瞬间跑出…,https://www.zhihu.com/question/362750236/answer/975767828
怎么看待男生穿光腿神器去学校?,未知,0,丝袜、裙子、高跟鞋，最初全部都是男人在穿。 古罗马、希腊、14世纪的苏格兰，男人全部都穿裙子； 高跟鞋最初设计出来是为了让骑士们上马更方便； 法国国王查理四世就是丝袜爱好者； 所以现在男生穿丝袜、裙子、高跟鞋不能叫做变态，那叫“衣冠简朴古风存”，那是崇尚古风，跟现在小仙女们穿汉服是一个概念（手动狗头）…,https://www.zhihu.com/question/346134666/answer/957724834
汶川地震中有什么细思恐极的地方？,未知,0,绵阳人来说两句。 地震前几分钟我去超市买完东西， 本来提着东西，慢悠悠地走在超市走廊上， 不知道为什么，突然觉得头皮发麻，（当时还没开始地震） 感觉背后有谁在推着我一样，想让我跑起来。 不是那种暗示我逃跑的感觉，是那种奴隶主用鞭子抽他的奴隶，要求他拼命跑起来的感觉！ 我当时大脑几乎突然放空了，完全不知道为什么有这种感觉，几乎没有犹…,https://www.zhihu.com/question/31453749/answer/949949811
如果艾滋病在古代被发现会发生什么？,未知,0,卧槽，现在一想，古代某些妇女“克夫克子”，不就是艾滋病吗？,https://www.zhihu.com/question/351217347/answer/943762544
曹操的能力在帝王中能排前十吗?,未知,0,曹操通过曹丕分享的二维码加入了群聊。 看来是没什么人懂这个梗了。…,https://www.zhihu.com/question/346864380/answer/936390869
为什么动漫里大都是冷兵器作战？,未知,0,隔着上千米，该怎么打嘴炮拖时间？,https://www.zhihu.com/question/354125581/answer/912843737
有人月薪一两万，但一两千的包都不舍得买吗？为什么？,未知,0,诸君，看到这个问题，我突然联想到了一件古代逸事。 孔子一生都在强调“不僭越”，可能不仅仅是为了维护天子，也是在保护诸侯王自己。 比如“墓门挂剑”典故中的徐国君，身为一国之君居然会去羡慕一个使者的佩剑。 像这样一个小国寡民之国的国君，让他去整一个和周天子一样的64人舞蹈团，只怕过不了多久就会亡国。 以上也只是其一。 “德不配位，必…,https://www.zhihu.com/question/348044308/answer/905541634
有什么事是你小时候不懂年轻时敢说老了不想说的事？,未知,0,“那个皇帝身上明明什么衣服都没穿，为什么大家都在赞美他的衣服呢？”,https://www.zhihu.com/question/354594049/answer/888324249
起点小说《诡秘之主》为什么这么火？,未知,0,#诡秘之主（网络小说）# 最能打动人的，往往不是宏大的战争或者史诗般的故事，而是由一个又一个普通人累积成的历史。 我永远不能忘记一位在一百章左右出现的一位妇女，她的死既没有影响主线，也没有引出支线，连一个浪花都没翻起来，但这却从最真实的角度揭露了一个时代的尾声。 一个妇女从早忙到晚的极限是制作7箩筐火柴盒，一箩筐144盒，…,https://www.zhihu.com/question/319268236/answer/888169459
动脉的具体位置越具体越好？,未知,0,小可爱，你的动脉被我藏起来了哦，找不到哒。 你笑一下我就还给你哟(●'◡'●)ﾉ❤…,https://www.zhihu.com/question/68669256/answer/854203802
高三一轮复习自己课下是以知识点巩固为主还是以做题为主？,未知,0,巩固知识，现在还没到做题的时候。 二轮三轮复习，有的是时间给你刷题。 而且你在二轮开始会发现，很多以前成绩一般的同学突然就成绩拔尖了，也就是所谓的黑马，这些同学就是一轮复习时基础知识巩固得好的。 高中的很多知识，必须要花时间去记、去背，你把时间都拿去刷题了，可能会提高熟练度，但只要考到综合性强的题目，直接歇菜。 有些同学在一轮…,https://www.zhihu.com/question/343938550/answer/810459030
在《三国演义》中，荀彧为什么收到曹操的空盒子就自杀了？,未知,0,曹操的意思是：能赏赐给你的，我早已全部给你了，我还可以给你什么呢，还有什么是我还可以装在这个盒子里，送给你的呢？ 权力？可是你录尚书事，总揽朝廷政务，是除我之外的二把手。 金钱？你荀氏家族已经是颍川第一世家，会在乎钱？ 地位？为了讨好你，我把我的女儿都嫁过来了，你现在既是许都群臣之首，又是魏国元老。 美人？谁不知道荀氏乃名门清…,https://www.zhihu.com/question/311331704/answer/810263144
情调和情趣的区别，说说你的看法？,未知,0,情调是形容气氛或者环境的，“你的房间布置得真有情调” 情趣往往形容人，“老王是个很有情趣的人”…,https://www.zhihu.com/question/341942565/answer/808632107
这像是哥哥和妹妹的对话吗?,未知,0,白天哥哥妹妹，晚上死鬼宝贝。,https://www.zhihu.com/question/342387511/answer/808198028
巅峰时期的泰森可以打几个普通人？,未知,0,哪种普通人？ 有的人常年健身，力气大，打架是有优势的； 有的人练过搏击技，完全陌生的武术体系对泰森造成的压力可不是一星半点； 或者有人跟泰森是世仇，比如有个人的父亲在比赛时被泰森一拳揍死，他从小就背负着复仇的意志练拳，这次跟泰森打架是抱着必死的意志来的。这种人的战斗力是有加成的，显然不好惹。…,https://www.zhihu.com/question/305965476/answer/806697304
怎样更有男子气概？,未知,0,健身，这个才是最快的选择。,https://www.zhihu.com/question/343077808/answer/806471676
男朋友对你说的话感觉厌烦，怎么办？,未知,0,…,https://www.zhihu.com/question/337155793/answer/802060351
安静的时候你会想他嘛，要是不想了就是不爱了？,未知,0,…,https://www.zhihu.com/question/342055857/answer/801799561
女生最想收到男性朋友送的什么礼物？,未知,0,对不起，我是个无聊的男人，我不会那些花里胡哨的，我只会单手开法拉利； 我是个粗心的男人，每次给你发零花钱，都会不小心多按一个0； 我是个没有情趣的男人，完全不懂口红的色号之类的，只能直接把专柜买空直接送给你； 烛光晚餐真的很浪漫吗？我不懂，我只记得那天晚上我为你包下了一整个五星级酒店，却忘了要求烛光晚餐，但是你的笑容，依旧那…,https://www.zhihu.com/question/21054413/answer/794547171
