period,event_type,mention_count,descriptions
不明,观赛联想,1,观看开幕式时联想到黄浦江廉价客轮的叫卖场景
不明,消费意愿,1,因觉得某蒙面表演者帅气而产生购买周边的想法
不明,社交策略调整,1,作者决定放弃思考尊重问题，仅凭本能好恶与女生交流。
不明,情感互动瞬间,1,在对方犹豫时主动亲吻，或在打闹中被按在床上时脸红发呆
不明,亲密行为表现,1,在地铁无座时坐在对方身上，或私下透露未穿内裤并邀请触碰
不明,关系抉择时刻,1,甩开其他男伴选择跟随对方离开
不明,日常生活融合,1,自然地询问晚餐安排，或在人群中时刻跟随对方
不明,公开关系展示,1,在酒吧等公开场合假装醉酒并亲吻以炫耀亲密关系
不明,情感反应状态,1,无论在何种场合见到对方都会发自内心地开心
不明,奔赴见面行动,1,只要对方提出见面，无论遇到什么困难都会立刻前往
不明,人生轨迹偏离,1,未实现父母期望的学业、婚姻及稳定工作
不明,父母态度转变,1,父母转而要求作者照顾好自己并过得开心
不明,伴侣性格改变,1,交往对象随时间推移变得更大胆旁若无人
不明,日本旅游恶作剧,1,在日本旅游时故意扮小混混吓唬上班族
不明,天生特质,1,作者自述似乎天生就存在性瘾等心理特征
不明,严重隔离期,1,最严重时曾连续两周不出门，否则会出现强烈分离焦虑
不明,自我厌恶,1,讨厌自己的身高和大大咧咧的性格，向往性冷淡文学少年形象
不明,强迫性宣泄,1,将排解性欲比作催吐，必须彻底释放才能缓解焦虑
不明,社交消耗,1,为维持理智性格而频繁发生性行为，导致经常更换朋友
不明,生活停滞,1,无法长时间正常工作生活，陷入做爱与短暂正常的循环
不明,记录习惯,1,通过写作记录经历，替代了以前拍摄视频作为解压途径
不明,助人经历,1,曾帮助多位自称有性瘾的女生治愈了该问题
不明,频繁更换伴侣,1,作者自称交往过众多女性，其中对体力有极高需求的不足 20 人
不明,被伴侣反复拉黑,1,曾遇到一位女性每次事后因自责拉黑作者，但一个月后又主动加回求复合
不明,多次被事后拉黑,1,作者表示至少被五六个女性在上床后立刻拉黑过
不明,定期约会学妹,1,作者曾每隔半年去见一位学妹，对方每次都需要重新适应
不明,自称百人斩,1,作者自述已达到与一百名女性发生关系的经历
不明,他人经验转述,1,作者提及一位女性朋友曾传授其关于提供情绪价值的具体话术与策略
不明,假设性担忧,1,作者假设提问者若为其妹妹会采取极端措施阻止其婚姻
不明,强行灌输恋爱观,1,作者曾试图向想当舔狗的男性朋友灌输恋爱靠运气而非努力的观点
不明,人际关系恶化,1,因上述行为导致多个朋友非常讨厌作者
不明,态度转变,1,作者现在不再关心朋友的感情死活，选择冷眼旁观
不明,长期被地域歧视,1,作者作为上海人长期遭受“排外”“素质差”等刻板印象攻击
不明,对香港歧视的愤怒,1,作者表示唯独对香港的歧视感到极度愤怒和破防
不明,情感混乱,1,作者自述曾出轨、维持多段关系并与小十岁的女性交往
不明,情感理念,1,作者表示即便自己行为恶劣，也绝不会试图将优秀女性束缚在身边
不明,架住醉酒撒泼者,1,作者曾按住并压制一名喝醉后撒泼打滚的年轻女性，直至其冷静后将其带走。
不明,机场寻车被安抚,1,朋友在陌生机场停车场陪我奔波找车时，不仅不抱怨还安慰我不要着急。
不明,穷困潦倒被接济,1,前 cos 搭子在我们身无分文时，总能变出钱来保证我不会饿死。
不明,商业观察,1,作者观察到拥有50年经验却拒绝学习新知的老者型对手 / 作者观察到虽为新手但如饥似渴学习优点的聪明型对手
不明,受雇接送,1,受雇于雇主父亲负责接送其女儿上下课
不明,协商加班,1,为陪雇主女儿去漫展与雇主协商调整自家猫咪预产期
不明,全副武装护送,1,身着正装并携带道具伞和假枪护送雇主女儿参加漫展
不明,现场安保,1,在漫展现场通过气场震慑潜在骚扰者并保护雇主女儿
不明,建立长期约定,1,与雇主女儿约定后续漫展需穿正装、带大伞和红茶杯陪同
不明,假设推演,1,作者描述了与这类男性互动时可能发生的“闹过分被冷处理”或“提分手被顺从”的假设场景
不明,跑腿服务,1,作者曾担任大小姐的私人跑腿，负责接送和陪同出行
不明,温泉同行,1,周末陪大小姐泡温泉，负责等待并为其梳头
不明,迪士尼随行,1,陪大小姐去迪士尼，通过拎包换取门票、食宿及额外现金报酬
不明,漫展随行,1,陪大小姐参加漫展，通过拎包换取全部活动费用
不明,逃学拦截,1,在大小姐欲逃学去香港时，作者联系其父亲导致计划失败
不明,被解雇,1,因告密导致大小姐逃学失败，作者因此被辞退
不明,两性关系观察,1,作者总结出女生非情侣状态下对肢体接触接受度的差异结论
不明,厂里养狗经历,1,在工厂负责照顾德牧和边牧，观察它们在广阔场地自由活动
不明,家庭养宠对比,1,对比母亲对自己在家养猫的焦虑与对厂里养大狗的意外理解
不明,日常观察感悟,1,每天在楼上观察狗群活动，得出城市不适合养大狗的结论
不明,与职业 coser 朋友闲聊,1,作者向朋友询问穿特定角色服装挖坑的报价并引发玩笑冲突
不明,虚构角色分析,1,作者分析了野比大雄在荒岛生活、对抗铁人兵团等虚构情节中的表现 / 作者指出野比大雄救活静香小狗并陪伴十年的虚构故事 / 作者评价野比大雄掌握创世神力量后仍保持善良的虚构设定
不明,虚构角色评价,1,作者对小夫这一虚构角色的性格进行了负面评价
不明,性偏好形成,1,作者自述极度讨厌处女并会因此回避对方
不明,心理反应模式,1,作者对非处女女性产生“野”的欣赏感
不明,行为准则,1,作者倾向于追求交往经历丰富的女性以证明自身更强
不明,价值观判断,1,作者认为处女身份相关场景具有强烈的性吸引力缺失
不明,篮球互动,1,作者回忆与假小子打篮球时对方带着球冲进怀抱的莽撞触感
不明,日常相处,1,作者描述与假小子在家庭餐厅牵手奔跑、闲聊无营养话题的场景
不明,目击剐蹭事故,1,看着外卖小哥溜坡撞坏发小的二手卡宴
不明,观察发小善举,1,目睹发小在事故中优先关心外卖员伤情并让其离开
不明,质疑购车动机,1,向发小询问为何购买不符合其性格的昂贵二手车
不明,聆听人生哲学,1,听发小解释买破车是为了堵住他人关于“有钱就会变心”的借口
不明,接收手作高达模型,1,收到大小姐亲手涂装的凤凰高达
不明,接收盗版拼装礼物,1,收到 CP 送的盗版美少女战士积木
不明,接收冷门模型惊喜,1,收到后辈拼好的局地战高达
不明,接收拼好模型礼物,1,收到前搭子拼好的 KO 大白鹅
不明,接收未拼装模型,1,收到商会大小姐送的深度强袭但尚未拼装
不明,珍藏他人赠礼,1,将所有收到的模型妥善保存在柜子里
不明,职业偏好排斥,1,只要女生表示想当老师，作者就会立刻远离她
不明,天赋特质,1,作者认为自己拥有让人开心的特殊能力
不明,社交状态,1,作者与任何人相处时都能带动气氛并提升他人自信
不明,心理需求,1,作者将他人对其能力的认可视为顶级情绪价值
不明,遭遇病娇恋爱,1,作者描述了一段被病娇女友时刻监控、情感索取无度直至精神崩溃的虚构恋爱经历
不明,签订恶魔契约,1,作者自称是与恶魔签订契约的特殊存在，暗示其拥有承受病娇代价的能力
不明,与高颜值伴侣交往,1,作者曾交往过非常漂亮的女朋友
不明,约会路遇路人反应,1,在街上与女友打闹时引发路人侧目及中年大叔的惊呼声
不明,商场观察死宅行为,1,在商场洗手间外目睹一名死宅打扮男子长时间偷看女友背影
不明,地铁让座互动,1,在地铁上因女友漂亮获让座，女友随后坐在作者腿上
不明,快餐店特殊待遇,1,在肯德基因女友漂亮获得店员多给冰淇淋的优待
不明,飞机问卷调查,1,在飞机上因女友漂亮被空姐选中填问卷并连带获得礼物
不明,购物优惠经历,1,女友在购物时因漂亮常获得商家额外优惠
不明,漫展被拍经历,1,在漫展上女友因被围观而扑入作者怀中引发众人遗憾叹息
不明,被迫接收劣质返图,1,收到硬要扩列的摄影发来的三张糟糕场照
不明,强忍吐槽营业致谢,1,强忍吐槽冲动选图下载并礼貌道谢
不明,应对催婚,1,面对他人催婚时，作者会故意贬低自己无工作、凑不出彩礼来让对方知难而退。
不明,约会行为,1,曾带女生去水族馆用大白蟑螂吓她
不明,性爱体验,1,作者通过亲身实践发现女性在性爱中体力较弱，难以长时间坚持。
不明,纯文字聊天困境,1,作者认为打字聊天是死胡同，必须尽快转为语音或见面
不明,特定目标追求,1,作者自述针对特定目标追求的成功率约为三分之一
不明,漫展偶遇正缘,1,作者在漫展原本追求他人失败，却意外与晕倒的 CP 在一起
不明,传授恋爱经验,1,作者曾建议朋友带女生去上海中心顶层约会，结果朋友失败
不明,恋爱操作原则,1,作者坚持正经恋爱不搞骚操作，仅分享未翻车的案例
不明,饮食习惯改变,1,因山东女友推荐而疯狂爱上大饼卷甜面酱包大葱
不明,担任富家大小姐执事,1,作者自称曾为有钱人家大小姐提供执事服务并收取工资与跑腿费
不明,担任夜店男模,1,作者曾从事夜店男模工作，提供陪酒、按摩等服务
不明,担任富婆拎包小弟,1,作者曾跟随前老板及富婆姐姐担任拎包小弟，持续两年未缺钱
不明,从事定制男喘,1,作者曾通过提供定制男性喘息音频服务赚取收入
不明,撰写定制色情小说,1,作者曾撰写定制色情小说，因说话风格被误认为女性而获得大量订单
不明,尝试女喘赛道,1,作者曾尝试以青受音夹女声从事女性喘息音频服务，但因线下邀约过多而放弃
不明,身份背景,1,作者作为上海人自称没有大男子主义
不明,互动经历,1,作者配合女性要求扮演粗暴角色进行肢体互动 / 作者曾掐住对方脖子进行长达四分钟的言语挑逗
不明,展会途中借宿,1,凌晨抵达异地后与伴侣在火车站肯德基趴桌补觉至清晨
不明,朋友消费观察,1,目睹朋友花费巨资进行高价 Cosplay 互动及女仆咖啡厅消费
不明,价值观反思,1,对花钱购买性服务及亲密互动的行为表示无法理解与同情
不明,心态转变,1,作者理直气壮承认贫穷后感到生活快乐轻松
不明,社交约定,1,作者要求朋友外出游玩必须自带资金
不明,恋爱互动模式,1,作者与历任女友在面临异性邀约时，通过假装吃醋来引导对方拒绝邀约的互动经历
不明,家长身份,1,作者以家长视角提供监控子女手机及应对“圆角”行为的建议
不明,策略构想,1,作者提出伪装嫖客进行钓鱼执法的极端应对方案
不明,观察 AI 现状,1,作者发现当前人工智能水平与十年前相比并无本质进步
不明,认知成年人心态,1,意识到成年人明知尽早解决问题正确却因怕累而不愿执行
不明,反思学业压力,1,指出交卷越快成绩出来越快反而导致学业压力增大的现象
不明,协助拍摄准备,1,帮拍摄对象换衣服、补妆、梳假毛并调整姿势
不明,灯光与风格测试,1,测试肤色所需环境光并确认拍摄风格
不明,心理顾虑,1,担心拍摄过程中会看光
不明,模特班训练经历,1,进入模特班后抗拒穿着暴露的训练服
不明,健美形体课程,1,参加男女分班的健美课与合上的形体课
不明,烹饪爱好实践,1,作者每交往一位伴侣都会将其作为烹饪实验对象
不明,生存观念形成,1,长期认为有性生活就能避免饿死，因此对金钱持无所谓态度
不明,核心焦虑状态,1,极度恐惧完全没有性生活，甚至因此怀疑世界真实性
不明,听闻他人经历,1,作者听伴侣讲述其家庭在 2013 年后福利减少及父亲受审查的往事
不明,社交策略自述,1,作者自称以特定人设筛选并试探女性好感度
不明,互动模式描述,1,作者描述通过特定话术测试女性反应以判断其是否为目标对象
不明,漫展被搭讪,1,因扮演红 A 角色被一名扮演 Saber 的女生全天追逐求合影
不明,漫展搭讪误解,1,误以为靠健谈和翻桌帅气吸引女生，实则是因角色喜好和翻桌时的可爱失误
不明,漫展被袭胸,1,扮演角色时被两名初中女生拦住拉扯道具并揩油一分钟
不明,漫展扮演士官长,1,扮演士官长时垫高身高至两米，在漫展外场引路人围观拍照
不明,漫展社交成果,1,每次漫展至少添加二十名 coser 联系方式并成功带走一位女生
不明,漫展现状观察,1,发现当前漫展几乎无落单 coser，因单人出 cos 太累且多自带摄影
不明,情感共鸣状态,1,作者认为现实中存在像海梦一样全心全意爱人的美少女
不明,帮陌生女性搬行李,1,作者经常主动帮助提不动大行李箱的陌生女性
不明,接受感谢与馈赠,1,作者因帮忙收到巧克力、零食或鞠躬致谢
不明,目睹受助者反应,1,作者看到受助女性从绝望到得救并打电话报平安
不明,感知善意氛围,1,作者在公共交通上感受到大多数女性释放的善意
不明,社会洞察,1,指出人类嘴上追求安稳，实际却容易被“坏男人坏女人”吸引
不明,遇见聪明漂亮姑娘,1,作者表示这辈子遇到过不少又聪明又漂亮的姑娘
不明,遇见黏人富家少女,1,作者称遇到的有钱漂亮且爱黏着自己的 JK 大小姐能组成一个超级战队
不明,与搭子发生亲密关系,1,作者与一位纹有男友名字的搭子进行性行为并故意刺激对方
不明,为搭子筹备特殊场景,1,作者购买婚纱并请妆娘为搭子化妆，约定在搭子男友回国前实现其特殊愿望
不明,市场观点,1,作者认为男性消费者在遭遇攻击时会选择沉默掏钱而非争吵
不明,矛盾亲密关系,1,作者与一位性格迥异的异性朋友维持着既频繁争吵又极度亲密的性爱关系
不明,电梯热吻,1,两人每次见面争吵后，一进电梯就会立刻开始激烈接吻
不明,酒店过夜,1,两人在酒店房间进行持续不断的亲密行为直至天亮，期间几乎不说话
不明,生理性吸引,1,作者与对方确认彼此是纯粹的生理性喜欢，对方甚至将作者视为“自虐道具”
不明,写作能力自述,1,作者认为自己完全没有想法，无法独立创作小说。
不明,创作辅助经历,1,作者曾利用 AI 工具润色不同角色（如警察、特工、疯批杀手）的台词。
不明,人设测试体验,1,作者曾将写好的基本人设输入 AI，测试其生成符合角色性格的对话。
不明,家务观念形成,1,作者认为世界上没有真心喜欢做家务的人
不明,父亲职业建议,1,父亲教导作者年轻时应多赚钱而非做家务
不明,家庭雇佣习惯,1,作者家中一直聘请阿姨负责打扫
不明,自我伤害行为,1,将搬重物、高空坠落等伤害身体的行为视为很酷
不明,极限工作挑战,1,连续三天不睡觉制作道具
不明,精神自我激励,1,通过喊口号强行驱使疲惫的身体继续行动
不明,情感矛盾,1,作者声明拒绝爱上自己的亲妈和小妈妈
不明,情感转变,1,作者承认实际上挺爱自己的小妈妈
不明,情感创伤,1,因长期遭遇过度承诺与情感索取而陷入自我否定
不明,网络误解,1,作者在网上常被误认为是女性
不明,社交倾向,1,作者与女性相处时更聊得来
不明,性格状态,1,作者性格开朗且不阴郁暴躁
不明,观察观点,1,作者提出用“不缺女人但油腻”来分辨男性类型
不明,情感克制,1,现在已能忍住被任何人撩拨的冲动
不明,夜间满足,1,晚上总有人能满足自己的需求
不明,择偶倾向,1,作者表示在美少女与美少妇之间会选择美少女。
不明,运动训练,1,作者通过锻炼腰臀核心，实现了能持续20分钟输出及2分钟高速冲刺的体能状态。
不明,心理建设,1,作者在与伴侣互动时，刻意建立体力优越感并配合温柔语调，使对方被迫认输。
不明,老二次元状态,1,作者自称是奔三的老二次元，平时只喜欢老作品且身边缺乏同好
不明,漫展扩列,1,作者在漫展上通过扩列认识了一位 JK
不明,线上答疑,1,作者通过 QQ 向该 JK 多次讲解高达系列剧情与设定
不明,线下约会,1,作者与该 JK 在甜品店面对面交流高达细节
不明,共同观影,1,作者与该 JK 靠在一起观看高达动画并深入讨论
不明,约拍计划,1,作者与该 JK 约定周末去买布料制作吉恩秘书的 Cosplay 服装
不明,婚姻观察,1,目睹一对因金钱算计和缺乏爱意而经营失败的婚姻
不明,约会消费模式,1,作者因没钱而减少外出，改为邀请对方来家做饭或让对方买单
不明,日常开销习惯,1,作者连喝奶茶都由女生请客
不明,观察网络现象,1,观察到 2005 至 2010 年间论坛上存在使用女性 ID 获得追捧的现象
不明,分析群体成因,1,分析二十来岁男娘群体在小学初中时期受上述现象影响的心理成因
不明,兼职写作,1,穷困时期曾撰写定制色情小说
不明,游戏脚本创作,1,为朋友编写 Galgame 剧本
不明,网文代笔,1,替朋友代写网络小说并构思角色
不明,被误解的社交优势,1,因长相好导致人缘、恋爱及陌生人的善意都被归结为外貌因素
不明,情感关系,1,商会大小姐被自己的声音而非长相吸引
不明,职场评价,1,仅前老板及其闺蜜曾夸赞过自己的长相
不明,家庭财务危机,1,骗父亲创业资金挥霍一空后面临无法偿还的困境
不明,获救经历,1,在无法偿还父亲债务时得到刚认识的商会大小姐借款平账
不明,对 JK 制服的比喻性描述,1,作者将 JK 制服比作即食小蛋糕并描述其穿着体验
不明,对汉服的比喻性描述,1,作者将汉服比作过度包装的粽子并描述其繁琐的穿着过程
不明,遭遇变态前任,1,作者曾遇到一位有严重绿帽情结的男性，对方最终发展为阳痿，仅对伴侣与他人发生关系时有反应。
不明,行为倾向,1,作者表示可能在承诺后第二天就卷款失联
不明,性别身份陈述,1,作者表明自己是男性
不明,生日陪伴,1,作者从不送廉价礼物，而是陪女生吃饭聊天切蛋糕过生日
不明,初次见面肢体接触,1,在接女生路上摸第一次见面的女生大腿
不明,礼貌问候遭拒,1,礼貌询问对方身份时被指责装模作样
不明,讲露骨黄色笑话,1,讲过很多网上认为下头的侮辱性黄色笑话
不明,冒犯性玩笑,1,在女生抱怨父亲后讲伦理梗骚话
不明,肢体暴力,1,打过女生耳光并掐脖子
不明,语言辱骂,1,对女生进行语言辱骂
不明,无视求饶,1,在对方求饶时仍坚持暴力行为至最后
不明,绅士承诺遭拒,1,承诺绝不打女生反被对方认为没劲而离开
不明,精心打扮,1,为了见对方而特意精心打扮
不明,持续聊天,1,一直缠着对方聊天
不明,肢体互动,1,在对方身边蹦蹦跳跳并用小皮鞋踢对方小腿
不明,策划约会,1,还没到下午三点就提议偷偷跑掉去吃晚饭和唱 K
不明,共同欢笑,1,聊天时两人不自觉一直笑
不明,亲密接触,1,给手机看内容时贴得很近
不明,全天分享,1,一整天都围着对方并分享手机里的所有内容
不明,抱学习委员,1,抱着 155 厘米双马尾的学习委员感到疲惫
不明,抱 coser 学姐,1,抱着 172 厘米的 coser 学姐时紧张到手抖
不明,抱学妹,1,抱着 150 厘米的学妹时产生变态感并感到开心
不明,抱前女友,1,抱着 174 厘米黑皮前女友时用力并试图激怒她
不明,抱前老板,1,抱着前老板时担心对方腰部疼痛
不明,抱大小姐,1,抱着大小姐时因恐惧被其父报复而感到害怕
不明,抱 CP,1,抱着 37 公斤的 CP 时感到熟练且轻松
不明,抱 JK 小菜鸟,1,抱着 JK 小菜鸟时害怕被路人发现并报警
不明,床笫间的配合,1,在床上看着女友与追求者通话并示意自己继续
不明,临时邀约赴约,1,被女友 A 放鸽子后临时约女友 B 见面
不明,目睹女友甩掉追求者,1,女友 B 借自己电话为由迅速甩掉正在吃饭的肥宅男友
不明,漫展后的嘲讽,1,与 CP 在漫展后一边被对方服务一边嘲讽并模仿讨厌追求者的聊天记录
不明,拒绝伴侣,1,作者明确告知对方不想结婚并劝其放弃保留贞洁
不明,自我贬低,1,作者自称是喜欢物化女性且道德败坏的人
不明,劝诫异性,1,作者阻止年轻女性模仿抽烟喝酒等行为
不明,驱赶异性,1,作者以讨厌为由催促对方回家遵守门禁
不明,社交行为,1,作者从未在社交圈中表达过不羡慕弱于自己个体的观点
不明,观察异性择偶现象,1,作者多次遇到身高150-160的女生对高个男生表现出强烈渴望的案例
不明,婚礼筹备,1,作者描述上海家庭在结婚时双方父母提供高额彩礼、房产及婚礼费用的具体细节 / 作者提及双方父母对礼金和后续资金支持的安排 / 作者总结双方家庭资助后总计约七十万的资金状况
不明,社交筛选,1,作者会分辨对方是否同圈同类，对玩不到一块的姑娘不接撩。
不明,口碑积累,1,作者因此在女性朋友圈子里建立了很好的口碑。
不明,获得评价,1,作者被评价为和别的男人不一样，很干净且面对调戏时很乖。
不明,身高虚报期,1,曾长期虚报身高为 188 以显得正常
不明,身高坦诚期,1,发现报出真实身高 192 反而引发好奇而非排斥
不明,经济状况不佳,1,作者自述目前比较穷，不具备金钱上的吸引力
不明,职场受青睐,1,领导、老板及路人因作者形象精神而主动提供工作机会或给予宽容
不明,社交优势,1,在路演等场合因口才好而获得额外时间和他人信任
不明,人脉积累,1,拥有比常人更多的高质量朋友
不明,能力认可,1,凭借口若悬河的表达能力轻松胜过他人精心准备的成果
不明,金钱态度,1,作者表示无论多穷都能活下去，一向不在意金钱。
不明,情感原则,1,作者坚持不能接受与不爱自己的女性发生性关系。
不明,情感感知,1,作者自称对女性是否对自己有好感相当敏感。
不明,择偶底线,1,作者拒绝任何直奔主题的性请求，无论对方外貌如何。
不明,社交现状,1,作者身边不缺愿意陪伴吃饭、聊天和听故事的女性。
不明,价值观念,1,作者认为单纯的性索然无味，唯有爱恋才是美好的。
不明,网络围观,1,作者在知乎阅读并评论了关于某男性用户抱怨女友花钱的帖子
不明,体味对比观察,1,作者将外国女性体味比作发酸孜然羊肉，国内女性比作新鲜三文鱼
不明,身体特征体验,1,作者描述白人女性腋窝易出汗、脚部咸味重及皮肤有绒毛等特征
不明,亲密接触经历,1,作者与白人女性发生亲密关系后，次日房间内仍残留浓重腌肉味和腥味
不明,酒友观察,1,发现 16 至 30 岁的酒友群体普遍排斥白酒和黄酒
不明,接受洗脑教育,1,作者认为自己必须成为社会的中流砥柱
不明,心理自我否定,1,作者无法接受自己可以成为一个快乐的废物
不明,公车私用沉迷期,1,作者曾有一段时间沉迷于利用自身条件追求并征服各类受追捧的女性。
不明,征服美少女经历,1,作者多次凭借身体素质战胜对手，成功让受众人追捧的女性在公开场合与其亲密互动。
不明,家庭养犬,1,父亲在自家院子饲养三条黑背和一条罗威纳
不明,安保应对,1,父亲为防入侵将阁楼房间改造为配备弩的警戒室
不明,意外惊吓,1,空调维修工误入院子被狗群吓得哭泣
不明,战术观察,1,作者发现狗群在有人路过时会进行分工配合的巡逻
不明,观察伴侣社交遭遇,1,作者观察到其作为 coser 的伴侣在漫展被中年男性搭讪后，对方常抱怨自己妻子外貌不佳。
不明,虚构情境构建,1,作者构建了一个老实孩子邂逅黄毛少女的完整虚构故事
不明,感官触发联想,1,因沐浴露气味、音乐或喘息声等无关事物触发对性的强烈联想
不明,高频自慰记录,1,曾创下单日十次及连续一个月每天六次的自慰记录
不明,持续戒赌,1,因童年赌运差而从此不再赌博
不明,持续不嫖娼,1,坚定承诺这辈子从未嫖过娼
不明,持续不抽烟,1,很少抽烟，仅将烟作为装饰品
不明,持续做饭,1,超级喜欢做饭，尽管味道很难吃
不明,持续厌恶暴力,1,除非给钱否则绝不殴打他人，拒绝用暴力解决问题
不明,与女生进行力量测试,1,作者与一名女生互相尝试用手臂勒住对方脖子，测试挣脱能力并导致女生感到窒息。
不明,尝试后宫模式,1,维持三四人同住同出以分配均等陪伴时间
不明,关系因分离崩解,1,后宫成员因短期离开无法获即时反馈而关系破裂
不明,观念反思,1,作者认为“供养者”概念荒谬且拒绝为此拒绝恋爱
不明,早恋经历,1,作者曾与女友在学校装作陌生，放学后偷偷约会拥吻
不明,积累应急金,1,好不容易存下一笔抗风险准备金并谨慎使用
不明,求职务实,1,在资金紧张时选择脚踏实地找工作而非冒险创业
不明,作者展示父亲旧模型,1,作者经常将父亲的旧模型当作自己的收藏向外展示
不明,生病被女生照顾,1,作者发烧时女生煲汤来喂，被母亲撞见并致谢
不明,拒绝女生做饭,1,作者从未邀请过女生来家中做饭以炫耀其厨艺
不明,被小女孩教导,1,一个小女孩教会作者不要对陌生人毫无意义地献殷勤
不明,CP 性别自爆事件,1,作者 CP 在男娘群中自曝是女生导致群内话题突变
不明,打车经历,1,作者在机场火车站打车时因距离短而感觉被司机视为“犯罪”，并需忍受司机的脸色和唠叨。
不明,陪富婆姐去商 K,1,作者曾跟随富婆姐前往商 K 并与其他女性同桌
不明,蹲守抽烟,1,作者曾在商 K 外蹲着抽烟时偷听到男子向妻子抱怨
不明,创业雇佣员工,1,作者作为老板承担房租水电并雇佣员工分担工作
不明,方言知识分享,1,作者介绍上海话中“小棺材”“脱底棺材”等词汇的含义及使用场景
不明,动画观察分析,1,观察到动画热播后融入军武和键政内容导致吉恩行为难以自圆其说
不明,粉丝观影体验,1,观看动画中杰刚队长战斗片段时感到惊喜并认可其作画质量
不明,粉丝群体共鸣,1,因动画尊重粉丝对机体战斗的推演而引发大家津津乐道
不明,观看动画体验,1,作者认为《seed》因处于赛璐璐转型期导致质量差、机器人有塑料感且人物作画崩坏 / 作者认为《w》片头未崩坏且作画质量与老 TV 持平，剧场版也未丢人 / 作者指出《seed》剧情虽蠢但角色登场逼格高
不明,推荐高达补番,1,向入坑 JK 推荐高达剧场版和 OVA 作为补番方案
不明,自称高达专家,1,被他人称为高达专家但实际未看完任何 TV 版
不明,观看高达作品,1,仅完整看过老 UC 剧场版、OVA 及通关游戏基连的野望
不明,情感观念形成,1,作者自述天生讨厌处女及女朋友这一概念
不明,过往经历回顾,1,作者提及自己曾有过被戏称为“胡扯的乱七八糟”的经历
不明,职业经历,1,作者曾担任过富二代和富家女的司机及伴游
不明,职业反思,1,作者意识到打架技能在社会工作中毫无用处且影响职业发展
不明,游泳队训练经历,1,作者曾在游泳队中观察到身体天赋好的队员优先主攻蛙泳以获取名次。
不明,协助创作台本,1,作者曾经常为在女仆店打工的朋友撰写“雌小鬼”风格的毒舌台词。
不明,见证朋友被误认,1,作者目睹朋友因录制付费语音被客人误认为真心告白，随后朋友澄清并拒绝了对方的追求。
不明,床上互动,1,作者与学妹在亲密行为前后进行挑衅、抱怨及玩笑对话
不明,观察倾听,1,作者长期听到女生吐槽追过自己的外貌不佳的男生
不明,长期被包容状态,1,因父母和伴侣的无条件包容，作者从未被要求必须完成特定目标，生活无忧无虑。
不明,亲密互动模式,1,作者在亲近的人面前习惯撒娇、求抱抱、随意亲吻并表达爱意，表现得十分幼稚。
不明,情感信任经历,1,作者因从未被伴侣背叛，始终坚信可以无条件信任爱自己的人。
不明,择偶选择经历,1,作者多次被优秀女性坚定选择，甚至对方会兴奋地将其他追求者视为挑战游戏。
不明,情感困惑状态,1,作者因自身经历过于顺利，无法理解或解释为何能吸引到性格像轻小说女主般的优秀女性。
不明,人生顺利状态,1,作者认为自己人生顺遂得不可思议，甚至觉得这种经历会消耗理智值（掉 san）。
不明,网友相识,1,在明日方舟贴吧与朋友相识并互加好友
不明,线下见面,1,与朋友相约参加明日方舟展会并见面
不明,倾听倾诉,1,见面途中朋友向自己全盘托出家庭状况
不明,陪伴离家少年,1,朋友因父母离婚且被禁止外出而离家出走，请求自己陪伴游玩
不明,代为消费,1,朋友将手机交给自己去购买物品
不明,心理疏导,1,花费两天时间开导朋友使其愿意联系母亲
不明,留宿接待,1,朋友在联系母亲后于自己家中暂住两天等待接回
不明,朋友倾诉,1,作者接待一位被长期纠缠的女生，听其倾诉被追求者道德绑架的焦虑经历
不明,朋友爆发,1,作者目睹女生带着酒来家中，通过疯狂自骂和痛骂追求者来宣泄情绪
不明,朋友解脱,1,作者见证女生在彻底爆发后扔掉手机，瘫倒在沙发上获得心理解脱
不明,被朋友邀约漫展,1,被朋友以出文奈学姐为由骗去漫展
不明,协助制作模型,1,被朋友骗去帮忙制作参加比赛的钢普拉模型
不明,提供设计方案,1,向朋友提供电脑里现成的葵曼莎外观改装方案
不明,现象批判,1,作者批评有人误以为只要给钱就能解决一切问题
不明,婚恋警示,1,作者警告先订婚再发生性关系可能面临被坑风险
不明,基础课经历,1,作者在上基础课时老师曾指出仅会素描和水粉毕业后只能在外滩以 15 元一张的价格谋生
不明,日常消费习惯,1,平时上课期间消费较少，周末仅进行奶茶、甜品店等低额娱乐活动。
不明,零食消费状态,1,日常购买大量小零食即可获得满足感。
不明,高消费活动经历,1,参与 Cosplay 活动时单次开销可达两三千，但一年仅发生几次。
不明,结识 coser 朋友,1,作者认识一位身材娇小且练习跆拳道的 coser
不明,担任陪练,1,作者在一个暑假期间担任该 coser 的跆拳道陪练
不明,参与特殊训练,1,作者配合对方进行模拟被变态抱住并挣脱攻击的试炼场景
不明,得知真相,1,作者后来发现对方进行该训练的真实意图是玩窒息 play
不明,现状推测,1,推测姐姐已大学毕业很久
不明,拥有特殊朋友,1,作者有一位性格矛盾（社恐、学霸、疯批、雌小鬼）且对老动画如数家珍的朋友
不明,角色扮演,1,利用身高和增高垫扮演还原度高的士官长
不明,饲养德牧,1,作者家中饲养了一只忠诚且对陌生人会预警的德国牧羊犬
